Index,Id,Title,netProfit,grossrevenue,reasonForSale,niches,countries
1387,08d0ab7d-7558-41f5-8e95-de2f5eaa414b,$3.0K Per Month Display Advertising Site in the Gaming Niche,2389,2991,The Seller would like to use the capital for other projects.,Gaming,
1388,890ae870-7c10-49ba-a720-60ee73eadaec,$10.3K Per Month Amazon FBA Site in the Home Niche,2300,10296,The Seller is looking to focus on other business opportunities.,Home Kitchenware,
1389,45bb5fd0-4dbd-4846-bbda-79a426bf84b5,$9.4K Per Month Service Site in the Hobbies Niche,1876,9386,The seller is looking to sell this business as they've lost their passion for it.,Hobbies,
1390,8ff8b095-4d4f-4425-9ae3-d683b6ef1929,$1.5K Per Month Affiliate Site in the News & Education Niche,1471,1493,The Seller would like to use the capital for other projects.,News & Education,
1391,832be944-e6ba-4c3f-97be-be5dbc3c6921,$2.2K Per Month Amazon Associates Site in the Home Niche,2206,2236,The Seller would like to focus on other business opportunities.,Home,
1392,b1bfa9b1-bc1c-426b-a51d-ef3b494c28a4,$2.1K Per Month Adsense Site in the Technology Niche,2058,2130,"The seller has to manage other side projects along with their graduate studies, so they need to offload the site to raise funds and free up time.",Technology,
1393,2ec8a6fa-d770-40f0-bad5-cfc888b6e9c1,$2.5K Per Month Amazon KDP Site in the Books Niche,1764,2482,The Seller would like to focus on other opportunities.,Books Culinary,
1394,9e7d349a-ffe0-48fa-b03e-d9520c34ebf4,$1.5K Per Month Display Advertising Site in the Home Niche,1432,1543,The Seller would like to explore different business opportunities.,Home,
1395,54ca9e01-1dfd-4289-a72c-d66bebbdca75,$1.9K Per Month Amazon Associates Site in the Automotive Niche,1924,1930,The Seller is looking to sell the business to someone who will grow it since they haven't been able to devote any time to it.,Automotive,
1396,fcb3f7ed-919c-4493-b4bf-c1400f12bb18,$1.6K Per Month Amazon KDP Site in the Entertainment Niche,1537,1564,The Seller would like to pursue new opportunities,Entertainment,
1397,b713673c-450a-433f-bdec-0d5c40985e15,$1.5K Per Month Amazon Associates Site in the Agriculture Niche,1428,1536,The Seller would like to free up their time and receive the capital on the sale for other ventures.,Agriculture Home Outdoors,
1398,f7b40160-ed6b-40da-a9f6-5e7aff4c5fb5,$5.7K Per Month Amazon FBA Site in the Home Niche,2555,5682,The Seller has two other unrelated businesses they need to focus on.,Home,
1399,88bda85e-5f81-493b-adf2-ebaf9b8ff997,$2.1K Per Month Amazon Associates Site in the Technology Niche,2114,2114,Seller is planning to build a product business.,Technology,
1400,9e64c98a-f934-472a-a86a-610778ee0d0e,$25.2K Per Month Amazon FBA Site in the Occasions & Gifts Niche,2269,25214,The Seller would like to focus on another business opportunity.,Occasions & Gifts,
1401,5de6e5e5-266b-4c59-a368-c46eb4266c4c,$2.3K Per Month Amazon Associates Site in the Lifestyle Niche,2188,2293,The sellers have other passions and business ventures they'd like to pursue.  They're also employed full-time and have been running the site passively for the past 10 months and would like to move on.  They feel the business could thrive better under someone who has the time to dedicate to the site.,Lifestyle,US
1402,4904855f-57e1-465a-ac24-fdc087f3a1a3,$1.8K Per Month Display Advertising Site in the Electronics Niche,1747,1779,The Seller would like to focus on other business ventures.,Electronics,US
1403,430131b5-0ae8-463c-830a-4c254ee01716,$9.6K Per Month DropShipping Site in the Jewelry Niche,2098,9589,The Seller is looking to use the capital to pay off their student loans.,Jewelry,US
1404,d745d084-7005-41b8-8110-34937c755d04,$1.5K Per Month Amazon Associates Site in the Home Niche,1453,1495,The Seller wishes to explore new business opportunities.,Home Equipment,US
1405,70551052-b3ac-498c-bec8-5fc92c8cb069,$1.5K Per Month Amazon Associates Site in the Sports Niche,1353,1471,The Seller would like to explore other opportunities.,Sports,US
1406,386acc58-dd75-4f89-9098-bb81a8df0b45,$18.6K Per Month Amazon FBA Site in the Baby Care Niche,2169,18613,The Seller is looking to sell this business for personal reasons.,Baby Care,US
1407,654a501d-eec0-4850-8eab-82a549b9a2d3,$5.7K Per Month eCommerce Site in the Supplements Niche,1959,5695,The Seller would like to invest more time and resources into their primary business,Supplements,US
1408,16b21881-9924-498e-89ff-3c15a468d51c,$1.2K Per Month Display Advertising Site in the Hobbies Niche,1211,1214,The Seller would like to pursue other opportunities.,Hobbies,US
1409,d5967fb4-6840-4fe2-b5c4-8ad2ce7ca9dd,$2.2K Per Month Lead Gen Site in the Finance Niche,2163,2179,Seller has recently taken on other projects and no longer has the time to properly maintain and invest in the business.,Finance,US
1410,542aa5b9-8f36-4d12-aa75-aedec1c6e6ab,$2.8K Per Month Affiliate Site in the Technology Niche,2523,2838,Invest the funds into a product development and focus on that instead.,Technology,US
1411,f5959bdd-3a17-48e6-8a95-d12c70698688,$1.6K Per Month Display Advertising Site in the Hobbies Niche,1343,1619,The Seller would like to focus on other business opportunities.,Hobbies,US
1412,91970235-3373-4de7-bd1c-57c10ff30506,$1.9K Per Month Affiliate Site in the Technology Niche,1828,1867,The seller wants to focus on finishing up school and is looking to move into an apartment.,Technology,US
1413,3bdb9123-9476-4f38-8481-e017d11190f5,$1.8K Per Month Advertising Site in the Home Niche,1722,1835,The Seller is looking to focus on other opportunities within a different niche.,Home Kitchenware,US
1414,9123a5c6-e3fc-4838-800a-6aeda57d7de5,$21.6K Per Month Amazon FBA Site in the Office Supply Niche,2502,21600,The Seller feels they can't learn anything else from running this business and want to move on to something else.,Office Supply,US
1415,1dd107de-4786-4012-86c1-33c3892ad525,$1.4K Per Month Display Advertising Site in the Pet Care Niche,1364,1376,The Seller would like to focus on other opportunities.,Pet Care,US
1416,f3b0dd5a-44a7-4510-84a9-f0ec910ee89a,$1.4K Per Month Adsense Site in the Fitness Niche,1238,1358,Seller is raising funds to pay for a wedding.,Health & Fitness,US
1417,47f45e8a-7550-4ce8-b905-1ae71aad7e9b,$2.8K Per Month Amazon Associates Site in the Pet Care Niche,2396,2806,The Seller needs funds for other projects.,Pet Care,US
1418,20e07d5f-6c8d-4452-b3f1-99f0cbae881e,$4.1K Per Month Amazon FBA Site in the Children Niche,2062,4132,The Seller would like to focus on other opportunities.,Children,US
1419,d6a8356b-6d46-492f-86ad-4e341d241789,$1.5K Per Month Display Advertising Site in the Gaming Niche,1493,1501,The Seller would like to raise capital to build other business ventures.,Gaming,US
1420,9ff0f9c2-1193-48a7-85c3-2431db674f07,$1.8K Per Month Amazon Associates Site in the Electronics Niche,1756,1773,The Seller would like to pursue new opportunities,Electronics,US
1421,990b7531-655a-4fb0-aae8-f2bc7a2bb5dc,$2.1K Per Month Application Site in the Travel Niche,2128,2128,The Seller is looking to invest in a new business.,Travel,US
1422,7d2ab4e2-ade8-4e9a-a966-0e940128635a,$2.0K Per Month Amazon Associates Site in the Apparel & Accessories Niche,1980,2007,The seller is not interested in growing the niche and would like to focus on other projects.,Apparel & Accessories Pet Care,US
1423,4d42684f-3ead-4ae1-8311-7b55be14d56d,$2.4K Per Month Amazon KDP Site in the Books Niche,2199,2395,The seller is looking to focus on other businesses.,Books,US
1424,555a2c82-03a9-471b-b849-d0fdbec75913,$1.8K Per Month Display Advertising Site in the Information Niche,1793,1824,The Seller needs the capital to invest in an offline business.,Information,US
1425,89f5e985-5b47-4032-8fcb-f5d34495a4b7,$2.3K Per Month Amazon Associates Site in the Beauty Niche,2190,2282,The Seller is looking to use this capital to pursue other business opportunities.,Beauty Personal Care,US
1426,d822dc81-a21e-47fb-b8b1-0b2ac8da5ad0,$1.7K Per Month Amazon KDP Site in the Health & Fitness Niche,1736,1736,The Seller would like to explore other opportunities.,Health & Fitness Culinary,US
1427,b03d6921-80e7-47c5-903e-86908ba4e343,$2.6K Per Month Amazon Associates Site in the Beauty Niche,2269,2573,Seller wants to use the capital for other projects.,Beauty,US
1428,56c01219-4be2-428b-99c5-45974cbb2535,$1.4K Per Month Display Advertising Site in the Food & Beverages Niche,1366,1423,The Seller would like to focus on other opportunities,Food & Beverages,US
1429,2bdda99e-7cbd-4ca8-948a-7bcd632d9330,$8.7K Per Month Amazon FBA Site in the Apparel & Accessories Niche,2091,8689,The Seller wants to gain capital for another business opportunity.,Sports Outdoors Hobbies Health & Fitness Apparel & Accessories,US
1430,cef4d044-f4e4-4f7d-ac85-323fd12b10e1,$2.1K Per Month Affiliate Site in the Bed & Bath Niche,1949,2119,The seller wants to lower their mortgage payments and needs to sell their digital assets due to a new business venture.,Health & Fitness Home Bed & Bath Medical,US
1431,9be491d6-5ed3-4484-885e-440cc72f68b4,$32.4K Per Month Dropshipping Site in the Kitchenware Niche,2248,32417,"The seller was given an opportunity to work on a high profile political campaign, which requires their absolute undivided attention (over 70 hours per week). Ultimately, the seller decided that this new job opportunity is more important to their future career goals than keeping (and growing) this online business.",Kitchenware,US
1432,a90d3393-8281-4ffa-be90-8b76261dd7e2,$1.5K Per Month Amazon Associates Site in the Beauty Niche,1533,1544,The Seller became a parent in the past year and would like to focus on their baby.,Beauty,US
1433,dae6a52c-575e-4bc2-8b46-ea1e72b47ecb,$2.4K Per Month Amazon KDP Site in the Books Niche,1618,2379,The Seller would like to pursue new opportunities.,Books,US
1434,023aa42d-010c-46cc-ac4b-9fe649fc1a72,$1.9K Per Month Lead Gen Site in the Home Niche,1818,1891,The Seller would like to focus on other business ventures.,Home,US
1435,e234a742-4b49-47c7-971d-07f725e689fa,$1.6K Per Month Amazon Associates Site in the Automotive Niche,1605,1624,The Seller is looking to use this capital to grow another business within a different niche.,Automotive,US
1436,c4890b0b-8c0a-4fe1-bc59-291d9e33b6c9,$1.3K Per Month Amazon Associates Site in the Health & Fitness Niche,1255,1291,The Seller is looking to explore other business ventures.,Health & Fitness,US
1437,44a9434b-db8a-49a5-8134-6b726780e627,$2.2K Per Month Amazon KDP Site in the Books Niche,2218,2218,"The seller has returned to work a full-time job and will use the capital to help cover the costs of things like renovations and furnishings for their newly purchased home.

 ",Books News & Education,US
1438,ca100b0b-30cc-4c76-983d-7e7c2c23b203,$2.1K Per Month Amazon Merch Site in the Apparel & Accessories Niche,2059,2069,"Due to their daughter's health issues, the Seller needs to relocate their family to another state to be closer to the doctors. The sale will pay for the relocation and allow the Seller to take personal time to be with their child during this difficult time.",Apparel & Accessories,US
1439,c7928776-0048-4d30-9a51-a29ced006425,$1.8K Per Month Amazon Associates Site in the Outdoors Niche,1744,1778,The Seller has their first child on the way and is looking to reduce their portfolio so they have more time for family.,Outdoors,US
1440,fd681232-1723-42ee-898a-8812f138554d,$6.3K Per Month Amazon FBA Site in the Apparel & Accessories Niche,2397,6334,"The seller is running two businesses, the FBA and a Design business. They want to focus on their design business so they are selling the Amazon FBA business.",Apparel & Accessories Occasions & Gifts,US
1441,09a602e8-3e2a-4061-9224-0c06eaded538,$2.2K Per Month Amazon Associates Site in the Health & Fitness Niche,2211,2221,The seller requires funds in order to take care of other areas of need.,Health & Fitness,US
1442,747bc035-344e-4dcb-adce-b6968507467a,$1.7K Per Month Amazon Associates Site in the Home Niche,1736,1749,The Seller and his business partner would like to focus on other business opportunities.,Home,US
1443,91e435a2-27d4-470c-8ef3-1903520b619b,$1.5K Per Month Display Advertising Site in the Pet Care Niche,1362,1450,The Seller would like to explore other opportunities.,Pet Care,US
1444,2e737b1d-2909-4613-9b41-0364c96f5744,$2.3K Per Month Affiliate Site in the Home Niche,2281,2341,The seller is looking to generate funds to pursue other business opportunities.,Home,US
1445,ef3943c2-53dd-4a60-8f97-1171c9e46771,$1.2K Per Month Amazon Associates Site in the Outdoors Niche,1163,1197,The Seller would like to focus on other opportunities.,Outdoors,US
1446,62c54377-bb3d-4682-97a8-00e109d9ea21,$2.2K Per Month Amazon Associates Site in the Culinary Niche,2110,2152,The Seller is looking to invest the capital in another business.,Culinary Kitchenware,US
1447,013ddf59-2ae7-4899-a675-a8a4fba4c8c7,$1.7K Per Month Amazon Associates Site in the Home Niche,1539,1749,The Seller would like to focus on their other business projects.,Home,US
1448,cfd6149b-4439-43c6-a909-e8dc094e285a,$12.8K Per Month Amazon FBA Site in the Supplements Niche,1671,12781,The Seller and his partner would like to focus on other business opportunities,Supplements,US
1449,9f5efb1f-b4b1-4abf-bf26-9bf1f54b24ef,$1.6K Per Month Amazon Associates Site in the Home Niche,1578,1583,The Seller would like to focus on other business opportunities.,Home,US
1450,1809289c-ea9d-4ea3-a394-790a657262b2,$1.9K Per Month Amazon Associates Site in the Home Niche,1892,1913,The Seller is looking to invest the funds in real estate.,Home,US
1451,843a2ab9-5715-45b8-90c0-c9a071a25d70,$3.1K Per Month Dropshipping Site in the Automotive Niche,1767,3053,The seller is currently involved in another company and wants to use the capital from this sale to ramp up advertising.,Automotive Travel,US
1452,aeb3541a-d49c-4ab7-8254-4fdac9fb7dde,$9.0K Per Month Amazon FBA Site in the Apparel & Accessories Niche,2356,8995,The Seller would like to gather capital for their retail business.,Apparel & Accessories,US
1453,0b857c9b-a510-494d-b6fd-7708fd0aec23,$14.7K Per Month Amazon FBA Site in the Home Niche,2692,14673,The seller is planning to focus on a new business.,Home,US
1454,db5c5c80-05b1-4c0d-9ebb-7b23a21f1f67,$6.8K Per Month Amazon FBA Site in the Pet Care Niche,1823,6833,The Seller would like to focus on other business opportunities.,Pet Care,US
1455,7a0708cc-b380-4ce8-b81a-313671d135d8,$2.2K Per Month Digital Product Site in the Gaming Niche,1879,2151,"The Seller is having health issues and needs money for medical bills. The Seller also feels that they have taken this business as far as it can go, and believe it could be taken further by the new owner.",Gaming,US
1456,807357e3-ba8f-4425-8842-92e8852f0188,$5.4K Per Month Dropshipping Site in the Accessories Niche,2813,5380,"Seller says he needs to focus attention on other projects, as well as pay off student loans.",Apparel & Accessories,US
1457,273a3735-22fa-4804-b5ea-a3be9086bf2d,$6.2K Per Month eCommerce Site in the Apparel & Accessories Niche,2163,6154,A medical family emergency is keeping the Seller from giving this business the full attention it needs.,Apparel & Accessories,US
1458,f7a508c7-866c-4fa8-8cde-0c1cbb8e0616,$7.0K Per Month Amazon FBA Site in the Baby Care Niche,2159,6965,The seller will use the capital from the sale of this business for a down payment on a real estate investment.,Baby Care,US
1459,4449ba2b-b14d-445c-9a3e-2a55fb58e08f,$6.4K Per Month Amazon FBA Site in the Sports Niche,2441,6395,Seller would like to pay off their debts and reduce monthly obligations before traveling.,Sports,US
1460,d2d22de5-ef31-489e-8b4a-7247ec103c02,$27.1K Per Month Dropshipping Site in the Art Niche,2003,27080,The seller wants to focus their time on other ventures.,Art,US
1461,240afdef-b470-4f38-b30c-90700f097a30,$1.3K Per Month Display Advertising Site in the Pet Care Niche,1334,1345,The Seller would like to use the capital for other projects.,Pet Care,US
1462,d5ddf947-9fee-4932-b259-847d8496b1bb,$30.5K Per Month Dropshipping Site in the Apparel & Accessories Niche,1998,30524,The seller is looking to sell this business to focus on other projects.,Apparel & Accessories,US
1463,f0446651-9e15-437d-9e2e-086768a1d0f6,$7.7K Per Month Amazon FBA Site in the Apparel & Accessories Niche,2237,7714,The Seller has another project they would like to focus on.,Apparel & Accessories,US
1464,31bdf59d-bbfe-4f66-a03c-1d5a04ab8080,$1.4K Per Month Amazon Associates Site in the Gaming Niche,1331,1352,The Seller would like to explore other opportunities.,Gaming,US
1465,9ee8af98-f46f-481b-a7f8-2c8ce8bd5462,$2.0K Per Month Amazon Associates Site in the Gaming Niche,1988,2018,The Seller would like to focus on other business opportunities.,Gaming,US
1466,bad4ef5f-d6b7-4b71-9aa7-50e7d8ca5ee5,$9.3K Per Month Amazon FBA Site in the Kitchenware Niche,1987,9310,"The seller is a full-time CEO and co-founder of another internet business, so they don't have the time and resources to take this FBA business to the next level at them moment.",Kitchenware,US
1467,0fc2b2bc-da77-4911-a762-c6412c7d4a87,$1.6K Per Month Display Advertising Site in the Pet Care Niche,1635,1649,The Seller would like to use the capital for other projects.,Pet Care,US
1468,b40c2ee2-82db-4d78-bdd9-4d94912d99c8,$2.1K Per Month Adsense Site in the Health & Fitness Niche,2054,2114,The seller will use the money that they receive from the sale of this business to place into other investment opportunities.,Health & Fitness Office Supply Personal Care,US
1469,4a480db3-d29c-4c77-a38a-1eb4604b33f0,$2.6K Per Month Display Advertising Site in the Entertainment Niche,1844,2629,The Seller is looking to focus on other businesses.,Entertainment,US
1470,50cc7689-fd98-4f36-9c19-1f1babbd095a,$4.0K Per Month eCommerce Site in the Supplements Niche,2045,4005,The Seller would like to focus on other opportunities,Supplements,US
1471,2c807e32-492e-47d1-bc62-4d8a82bbd901,$1.6K Per Month Display Advertising Site in the Survival & Security Niche,1532,1601,The Seller would like to explore other interests.,Survival & Security Information,US
1472,e9efc81d-fb86-40b4-8d09-db7e25641d18,$1.5K Per Month Amazon Associates Site in the Automotive Niche,1489,1497,The Seller would like to focus on other opportunities.,Automotive,US
1473,eb6defa2-3ce3-41cc-a864-415027ed252e,$2.6K Per Month Amazon Associates Site in the Apparel & Accessories Niche,2501,2581,Seller needs money to buy an apartment and invest in other projects.,Outdoors Apparel & Accessories Hobbies Sports,US
1474,18efe004-d8f1-4c03-9523-11c941e0871c,$3.3K Per Month Adsense Site in the Other Niche,3276,3326,Seller needs to raise funds for the new projects he is starting.  The seller also has bills they need to pay off.,Travel,US
1475,5630db64-133d-4374-96b9-16390b91ba9f,$1.9K Per Month Display Advertising Site in the Finance Niche,1832,1918,The Seller does not have time to keep building the business and would like to pursue other opportunities.,Finance,US
1476,3170f29d-21b7-461e-81c1-bea8e19299d4,$3.8K Per Month Amazon FBA Site in the Health & Fitness Niche,1715,3838,The Seller is looking to pursue other business opportunities.,Health & Fitness,US
1477,b6a2c1f1-f4d4-47ec-b2ef-77a550acdc2f,$1.6K Per Month Amazon Associates Site in the Pet Care Niche,1566,1571,The Seller would like to focus on other business opportunities.,Pet Care,US
1478,a54068a1-7028-4e30-8a08-0f53f66dc7c3,$1.7K Per Month Amazon Associates Site in the Culinary Niche,1564,1651,The Seller would like to explore other opportunities.,Culinary,US
1479,9f08140b-8701-4d80-8d36-82a3faebc91f,$6.0K Per Month Amazon FBA Site in the Children Niche,2025,5978,The Seller is returning to a full time job and doesn't want to continue running the business while working full time as well.,Children,US
1480,90f843d0-a6a8-473e-8543-bb1fb0771480,$2.2K Per Month Display Advertising Site in the Home Niche,2186,2198,The Seller would like the capital for other projects.,Home Outdoors Equipment,US
1481,9f4145d7-2070-4dc5-be3a-f64f1e6ffd56,$1.9K Per Month Amazon Associates Site in the Home Niche,1879,1933,The Seller has lost focus on this business and would like to concentrate on their other online businesses.,Home,US
1482,565c0aa9-9f03-4f89-9c14-0c41e4de20f5,$1.9K Per Month Amazon Associates Site in the Home Niche,1813,1884,The seller is looking to invest in a property.,Home,US
1483,338fa024-8842-4b20-9416-9d830379099e,$1.6K Per Month Amazon Associates Site in the Technology Niche,1597,1600,The Seller would like to focus on another business venture.,Technology,US
1484,28d000c5-2d55-49fb-a548-6ad184dd163a,$4.9K Per Month eCommerce Site in the Apparel & Accessories Niche,1749,4891,The Seller would like to use the capital for other projects.,Apparel & Accessories,US
1485,52c1a4bc-8692-4841-89a2-ae98b1403c7e,$1.6K Per Month Amazon Associates Site in the Automotive Niche,1587,1610,The Seller is looking to invest the capital in another business.,Automotive,US
1486,dad18e8d-13fc-44bb-98da-326b391b9b1d,$2.0K Per Month Other Site in the Food & Beverages Niche,1859,2024,The Seller would like to focus on other opportunities.,Food & Beverages Lifestyle,US
1487,1e780a4f-7131-4910-aadc-19f451e8cfea,$1.5K Per Month Display Advertising Site in the Information Niche,1413,1515,The Seller would like to explore other opportunities.,Information,US
1488,aa6b142a-c749-4ec4-8bba-7073e9666df3,$1.7K Per Month Amazon Associates Site in the Survival & Security Niche,1673,1681,The Seller would like to explore new business opportunities.,Survival & Security,US
1489,9d5f51e4-b48e-489b-a880-c38e5ccea47f,$9.8K Per Month Amazon FBA Site in the Kitchenware Niche,1906,9827,"The Sellers have both recently had a child, and as such, don't have time to focus on this business.",Kitchenware,US
1490,1fd1e0c9-e1c8-46d9-b97b-303c2c8a261d,$1.6K Per Month Amazon Associates Site in the Technology Niche,1568,1602,The Seller would like to use the capital earned from a sale towards other business ventures,Technology,US
1491,3d18b593-81d3-4ae1-9c9a-733a6448d635,$1.9K Per Month Affiliate Site in the News & Education Niche,1900,1900,The seller is focusing on another project that they need to raise capital for.,News & Education,US
1492,bafdc9d0-1a4c-4e34-a830-9dff40f92414,$1.2K Per Month Amazon Associates Site in the Automotive Niche,1156,1229,The Seller would like to use the capital for other projects.,Automotive Home Lifestyle Outdoors,US
1493,d1435e6f-b9bb-429c-ae1d-2c372e9efb22,$2.0K Per Month Amazon Associates Site in the Travel Niche,2042,2042,Seller requires money to invest in other projects.,Travel,US
1494,981bfb36-4727-4fad-86d7-7be6cc77ff83,$2.3K Per Month Amazon Associates Site in the Outdoors Niche,1828,2330,The Seller has been focused on other projects and has not been able to pay any attention to this site in the last 12 months. They've started to see a slight decline in rankings due to the lack of attention and hopes someone with better SEO knowledge and more time can take the site much further.,Outdoors,US
1495,597eae37-61c6-4c6b-831a-428200d8609c,$1.6K Per Month Adsense Site in the Entertainment Niche,1514,1609,Seller is looking to spend more time on another project and thinks the site has more potential for growth with a new owner.,Entertainment,US
1496,20002517-4e04-464c-a903-1f2160aad159,$1.4K Per Month Amazon Associates Site in the Sports Niche,1422,1447,The Seller would like to invest in other projects.,Sports Health & Fitness,US
1497,c7141296-0065-4f08-b080-3475e59d0d39,$1.6K Per Month Amazon Associates Site in the Culinary Niche,1593,1622,The Seller would like to explore other opportunities.,Culinary,US
1498,d3e9fe19-887a-4a5c-bb98-4b23ebe0294b,$6.0K Per Month Amazon FBA Site in the Apparel & Accessories Niche,1870,6012,The Seller is looking to focus on a new business in a completely new niche.,Apparel & Accessories,US
1499,4ad773ca-fa20-43e5-b7c0-00c763a2af87,$1.7K Per Month Amazon Associates Site in the Technology Niche,1587,1668,The Seller is looking to invest the capital in other projects.,Technology,US
1500,8ff1a27a-498c-42e8-8dcb-90a6c1bb7a3b,$5.2K Per Month DropShipping Site in the Sports Niche,1863,5189,The Seller would like to focus on another business they currently own.,Sports,US
1501,b8d34cf3-6fd1-4173-948d-dc5f1e241a61,$24.3K Per Month Dropshipping Site in the Sports Niche,2005,24287,The Seller would like to begin a new venture.,Sports,US
1502,39c5dc46-5ed2-4518-8845-ec1dbe0d7c6a,$1.6K Per Month Amazon Associates Site in the Electronics Niche,1197,1638,The Seller would like to explore other opportunities.,Electronics Home,US
1503,c6c54fec-edd2-47e2-87ad-59af46ac4f62,$10.6K Per Month Amazon FBA Site in the Beauty Niche,2002,10640,The Seller is looking to focus on another business opportunity within a different business model and niche.,Beauty,US
1504,3480564c-d96e-49a4-81f6-ac9e5678d772,$2.1K Per Month Affiliate Site in the Apparel & Accessories Niche,1728,2149,Seller is focusing on other project and needs the capital.,Apparel & Accessories Music Hobbies,US
1505,5d1470cf-8fec-49af-8578-2a7e3621b50b,$2.3K Per Month Amazon Associates Site in the Home Niche,1919,2314,The seller is looking to fund and expand ongoing business operations.,Home,US
1506,0cbe4680-5e1e-4a3d-8e10-cff74c128080,$1.2K Per Month Amazon Merch Site in the Apparel & Accessories Niche,1233,1240,The Seller would like to explore other opportunities.,Apparel & Accessories,US
1507,593928cd-cc2e-427f-ad89-73b534b06753,$4.3K Per Month Amazon FBA Site in the Pet Care Niche,1203,4302,The Seller would like to pursue other opportunities.,Pet Care,US
1508,968fb0a8-bba1-4a66-91ec-a05f3ad2d3e9,$1.7K Per Month SaaS Site in the Business Niche,1077,1654,The Seller is busy running other business ventures,Business,US
1509,6c05cee2-3f17-409d-a4ee-6630fc47d26c,$1.9K Per Month Adsense Site in the Culinary Niche,1781,1872,The seller is looking to buy a new home and re-invest the money from the sale into other businesses.,Culinary,US
1510,dea5d7d6-0a6c-4592-a5d6-4cf75ab65a57,$24.1K Per Month Amazon FBA Site in the Electronics Niche,2058,24148,The Seller would like to focus on other opportunities.,Electronics Equipment,US
1511,e6e7c01e-5afd-4dcf-b350-4a23c167dc81,$6.7K Per Month Amazon FBA Site in the Apparel & Accessories Niche,1710,6691,The Seller is looking to use the capital to fund a new business.,Apparel & Accessories,US
1512,51ca5e7e-6351-4d17-b2b8-60f3e929c97c,$1.4K Per Month Display Advertising Site in the Pet Care Niche,1314,1394,The Seller would like to focus on other opportunities.,Pet Care,US
1513,f8711671-49e8-4fbd-b6f3-fd22c2db1160,$1.4K Per Month Amazon Associates Site in the Equipment Niche,1385,1402,The Seller would like to use any capital earned from a sale on other projects,Equipment,US
1514,1d57760c-9cd8-4043-b341-daace97d7c3a,$1.8K Per Month Affiliate Site in the Health & Fitness Niche,1826,1839,"The Seller has multiple other businesses, and after letting this one coast for a year, they decided now is the time to sell it.",Health & Fitness,US
1515,0a20bf37-0c4b-4dbc-801b-a9b8bc37c462,$2.0K Per Month Amazon Associates Site in the Outdoors Niche,1890,2026,The Seller is looking to invest in a new business.,Outdoors,US
1516,ec7e0fc4-2cb3-439e-96b0-737e01eacd91,$1.1K Per Month Amazon Associates Site in the Outdoors Niche,1109,1138,The Seller would like the capital for other projects.,Outdoors,US
1517,cb8d98f3-a426-430d-9dc7-b802eaaf0717,$1.7K Per Month Display Advertising Site in the Technology Niche,1700,1732,The Seller would like to expand their budget in order to create a different authority site.,Technology,US
1518,5a61676f-4096-44f8-a361-55bef4a405d1,$1.4K Per Month Amazon Associates Site in the Home Niche,1304,1389,The Seller would like to use the money for home renovations.,Home,US
1519,45c14b75-b879-4e0f-b314-179d74acad3f,$1.7K Per Month Amazon Associates Site in the Children Niche,1639,1653,The Seller would like to focus on other opportunities within a different niche,Children,US
1520,e32980b4-4cd7-49a5-b7b9-78377d34a67c,$1.5K Per Month Amazon Associates Site in the Equipment Niche,1538,1549,The Seller would like to pursue other opportunities.,Equipment,US
1521,ec336098-19e0-4fc1-b80f-dddfdea8b753,$1.9K Per Month Amazon Associates Site in the Advertising Niche,1876,1886,The seller is looking to sell this site for more capital to open a local business.,Advertising Hobbies Children Lifestyle,US
1522,479fd477-abfb-48ac-aadb-0c3616960e70,$1.4K Per Month Display Advertising Site in the Science Niche,1297,1445,The Seller would like to focus on other business opportunities,Science,US
1523,391bde27-379f-4177-afe6-2792d0f991e3,$4.1K Per Month Amazon KDP Site in the Information Niche,1531,3743,The Seller would like to pursue other projects.,Information,US
1524,b981f379-1719-4640-9317-5a290b45faad,$1.5K Per Month Amazon Associates Site in the Food & Beverages Niche,1365,1484,The Seller would like to raise capital to invest in a bigger business opportunity.,Food & Beverages Kitchenware,US
1525,ae41aa15-2798-4477-9e09-152dbb6f4a56,$1.5K Per Month Adsense Site in the Sports Niche,1478,1511,The seller has decided to focus on their agency and get out of all internal side projects.,Sports,US
1526,f6d63d16-230a-41c9-bf40-8ab4fbd7b65e,$1.7K Per Month Adsense Site in the News & Education Niche,1568,1697,"The site was purchased through Empire Flippers around March of last year, with the intention of growing and selling it.",News & Education,US
1527,17ddb5bf-e188-43df-b595-29044a71d34f,$1.6K Per Month Amazon Associates Site in the Equipment Niche,1568,1591,The Seller is looking to pursue other business opportunities.,Equipment,US
1528,81015a3d-28ce-4de3-83e8-75ef1a3a63fc,$7.0K Per Month eCommerce Site in the Technology Niche,2009,7031,The Seller is selling this business to concentrate on a new project.,Technology,US
1529,e11a5f8a-ed87-4176-9606-bf9aa8a52d7b,$2.5K Per Month Amazon Associates Site in the Food & Beverages Niche,1995,2481,The Seller would like to use the capital for other projects.,Food & Beverages,US
1530,5f39966b-0531-44a9-8a5f-cd1619f319ab,$2.2K Per Month Amazon Associates Site in the Travel Niche,2168,2187,Seller needs time to focus on other projects and thinks a new buyer can grow the site a lot more effectively.,Travel,US
